source,target
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Phaethon (son of Helios),37
Aeschylus,37
Philoxenus of Cythera,37
Euripides (playwright),37
Nicander,37
"Satyrus, Satyros",37
Aeschylus,37
Euripides (playwright),37
"Apollonius, Apollonios, Apollonium",37
Theophrastus (philosopher),37
"Chares, Khares",37
Phaethon (son of Helios),37
Ammon,37
Philemon (poet),37
Zenothemis,37
Sudines,37
"Metrodorus, Metrodoros",37
Pytheas (explorer),37
Timaeus (historian),37
Philemon (poet),37
Nicias (misc),37
Theochrestus,37
Xenocrates of Aphrodisias,37
Mnaseas (traveller),37
Penelope (d. of Icarius),37
Hesperides ,37
Hesperus,37
Ctesias (physician and historian),37
"Mithridates, Mithridatic",37
Xenocrates of Aphrodisias,37
"Sophocles (playwright, Athenian general)",37
"Sophocles (playwright, Athenian general)",37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Meleager (s. of Oeneus),37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Germanicus,37
Julianus,37
Nero (Roman emperor),37
"Archelaus, Archelaos",37
Nero (Roman emperor),37
Nero (Roman emperor),37
Nero (Roman emperor),37
Nero (Roman emperor),37
Mark Antony (Roman general),37
Nonius,37
Nonius,37
Catullus,37
Servilius,37
Nonius,37
Mark Antony (Roman general),37
Nonius,37
Ismenias (flute-player ),37
Demostratus,37
Zenothemis,37
Zenothemis,37
Ismenias (flute-player ),37
Demostratus,37
Zenothemis,37
Zenothemis,37
Ismenias (flute-player ),37
Nicander,37
Ismenias (flute-player ),37
Nicander,37
Ismenias (flute-player ),37
Nicander,37
"Zeus (s. of Cronus), Jupiter",37
"Zeus (s. of Cronus), Jupiter",37
"Zeus (s. of Cronus), Jupiter",37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Menander (misc),37
Philemon (poet),37
Sudines,37
Juba II,37
Sudines,37
Juba II,37
Sudines,37
Juba II,37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
"Magi, Magus",37
Nero (Roman emperor),37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
Petra,37
"Aphrodite (d. of Uranus), Venus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Milo of Croton (athlete) ,37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Magi, Magus",37
"Zeus (s. of Cronus), Jupiter",37
"Zeus (s. of Cronus), Jupiter",37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Memnon (s. of Tithonus),37
Alexander (misc),37
Xenocrates of Aphrodisias,37
Democritus (philosopher),37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Democritus (philosopher),37
"Magi, Magus",37
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Seleucus I Nicator s. Antiochus,6
Seleucus I Nicator s. Antiochus,6
Seleucus I Nicator s. Antiochus,6
Kratos (s. of Pallas),6
Kratos (s. of Pallas),6
Kratos (s. of Pallas),6
Kratos (s. of Pallas),6
Kratos (s. of Pallas),6
"Alexander III, the Great (general)",6
Diognetus,6
Baeton,6
"Alexander III, the Great (general)",6
"Alexander III, the Great (general)",6
"Alexander III, the Great (general)",6
Diognetus,6
Baeton,6
"Alexander III, the Great (general)",6
"Alexander III, the Great (general)",6
"Alexander III, the Great (general)",6
Diognetus,6
Baeton,6
"Alexander III, the Great (general)",6
"Alexander III, the Great (general)",6
Artemidorus Ephesius,6
Artemidorus Ephesius,6
"Heracles (s. of Zeus), Hercules",6
"Heracles (s. of Zeus), Hercules",6
"Heracles (s. of Zeus), Hercules",6
"Alexander III, the Great (general)",6
Chryse (d. of Almus),6
Chryse (d. of Almus),6
Chryse (d. of Almus),6
Chryse (d. of Almus),6
Chryse (d. of Almus),6
Chryse (d. of Almus),6
"Claudius Caesar, Roman emperor",6
Annius,6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
"Helios, the Sun (s. of Hyperion)",6
Canopus (mythology),6
Cyrus (kings of Persia),6
Semiramis,6
"Alexander III, the Great (general)",6
Cyrus (kings of Persia),6
Semiramis,6
"Alexander III, the Great (general)",6
Cyrus (kings of Persia),6
Semiramis,6
"Alexander III, the Great (general)",6
Arius (Christian heretic),6
"Alexander III, the Great (general)",6
"Antiochus, Antiochos (misc)",6
"Alexander III, the Great (general)",6
Arius (Christian heretic),6
"Alexander III, the Great (general)",6
"Antiochus, Antiochos (misc)",6
"Alexander III, the Great (general)",6
Arius (Christian heretic),6
"Alexander III, the Great (general)",6
"Antiochus, Antiochos (misc)",6
"Alexander III, the Great (general)",6
Baeton,6
Megasthenes (geographer),6
Onesicritus ,6
"Alexander III, the Great (general)",6
Juba II,6
Onesicritus ,6
"Nearchos, Nearchus",6
"Alexander III, the Great (general)",6
"Nearchos, Nearchus",6
Leonnatus (Macedonian noble),6
"Alexander III, the Great (general)",6
Nymphs ,6
Arcturus,6
"Pirates, piracy",6
Megasthenes (geographer),7
Ctesias (physician and historian),7
Eudoxus of Cnidus (astronomer),7
Megasthenes (geographer),7
Homer (poet) ,7
Aristotle (philosopher) ,7
Isigonus,7
Onesicritus ,7
Crates of Mallus,7
Ctesias (physician and historian),7
Agatharchides (geographer),7
"Cleitarchus, Clitarchus, Kleitarchos (historian)",7
Megasthenes (geographer),7
Artemidorus Ephesius,7
"Duris, Douris (of Samos, historian)",7
Theophrastus (philosopher),16
Harpalus,16
"Alexander III, the Great (general)",16
"Dionysus (s. of Zeus), Bacchus",16
Polycleitus of Larissa (geographer),31
Theophrastus (philosopher),31
"Lycos, Lycus",31
Theopompus (Greek historian),31
Juba II,31
Syene,2
India,2
Berenice,2
