source,target
Cyprus,Lycaonia
Cyprus,Patara
Cyprus,Lycia
Cyprus,Xanthus
Cyprus,Caunus
Cyprus,Rhodes
Cyprus,Cos
Cyprus,Halicarnassus
Cyprus,Cnidos
Cyprus,Doris
Cyprus,Chios
Cyprus,Delos
Cyprus,Cyclades
Cyprus,Gythium
Cyprus,Malea
Cyprus,Argos
Cyprus,Laconia
Cyprus,Elis
Cyprus,Olympia
Cyprus,Messenia
Cyprus,Peloponnesus
Cyprus,Syracuse
Cyprus,Catina
Cyprus,Sicily
Cyprus,Sardinia
Cyprus,Carteia
Cyprus,Gades
Pisidia,Side
Pisidia,Pamphylia
Pisidia,Lycaonia
Pisidia,Patara
Pisidia,Lycia
Pisidia,Xanthus
Pisidia,Caunus
Pisidia,Rhodes
Pisidia,Cos
Pisidia,Halicarnassus
Pisidia,Cnidos
Pisidia,Doris
Pisidia,Chios
Pisidia,Delos
Pisidia,Cyclades
Pisidia,Gythium
Pisidia,Malea
Pisidia,Argos
Pisidia,Laconia
Pisidia,Elis
Pisidia,Olympia
Pisidia,Messenia
Pisidia,Peloponnesus
Pisidia,Syracuse
Pisidia,Catina
Pisidia,Sicily
Pisidia,Sardinia
Pisidia,Carteia
Pisidia,Gades
Side,Pamphylia
Side,Lycaonia
Side,Patara
Side,Lycia
Side,Xanthus
Side,Caunus
Side,Rhodes
Side,Cos
Side,Halicarnassus
Side,Cnidos
Side,Doris
Side,Chios
Side,Delos
Side,Cyclades
Side,Gythium
Side,Malea
Side,Argos
Side,Laconia
Side,Elis
Side,Olympia
Side,Messenia
Side,Peloponnesus
Side,Syracuse
Side,Catina
Side,Sicily
Side,Sardinia
Side,Carteia
Side,Gades
Pamphylia,Lycaonia
Pamphylia,Patara
Pamphylia,Lycia
Pamphylia,Xanthus
Pamphylia,Caunus
Pamphylia,Rhodes
Pamphylia,Cos
Pamphylia,Halicarnassus
Pamphylia,Cnidos
Pamphylia,Doris
Pamphylia,Chios
Pamphylia,Delos
Pamphylia,Cyclades
Pamphylia,Gythium
Pamphylia,Malea
Pamphylia,Argos
Pamphylia,Laconia
Pamphylia,Elis
Pamphylia,Olympia
Pamphylia,Messenia
Pamphylia,Peloponnesus
Pamphylia,Syracuse
Pamphylia,Catina
Pamphylia,Sicily
Pamphylia,Sardinia
Pamphylia,Carteia
Pamphylia,Gades
Lycaonia,Patara
Lycaonia,Lycia
Lycaonia,Xanthus
Lycaonia,Caunus
Lycaonia,Rhodes
Lycaonia,Cos
Lycaonia,Halicarnassus
Lycaonia,Cnidos
Lycaonia,Doris
Lycaonia,Chios
Lycaonia,Delos
Lycaonia,Cyclades
Lycaonia,Gythium
Lycaonia,Malea
Lycaonia,Argos
Lycaonia,Laconia
Lycaonia,Elis
Lycaonia,Olympia
Lycaonia,Messenia
Lycaonia,Peloponnesus
Lycaonia,Syracuse
Lycaonia,Catina
Lycaonia,Sicily
Lycaonia,Sardinia
Lycaonia,Carteia
Lycaonia,Gades
Patara,Lycia
Patara,Xanthus
Patara,Caunus
Patara,Rhodes
Patara,Cos
Patara,Halicarnassus
Patara,Cnidos
Patara,Doris
Patara,Chios
Patara,Delos
Patara,Cyclades
Patara,Gythium
Patara,Malea
Patara,Argos
Patara,Laconia
Patara,Elis
Patara,Olympia
Patara,Messenia
Patara,Peloponnesus
Patara,Syracuse
Patara,Catina
Patara,Sicily
Patara,Sardinia
Patara,Carteia
Patara,Gades
Lycia,Xanthus
Lycia,Caunus
Lycia,Rhodes
Lycia,Cos
Lycia,Halicarnassus
Lycia,Cnidos
Lycia,Doris
Lycia,Chios
Lycia,Delos
Lycia,Cyclades
Lycia,Gythium
Lycia,Malea
Lycia,Argos
Lycia,Laconia
Lycia,Elis
Lycia,Olympia
Lycia,Messenia
Lycia,Peloponnesus
Lycia,Syracuse
Lycia,Catina
Lycia,Sicily
Lycia,Sardinia
Lycia,Carteia
Lycia,Gades
Xanthus,Caunus
Xanthus,Rhodes
Xanthus,Cos
Xanthus,Halicarnassus
Xanthus,Cnidos
Xanthus,Doris
Xanthus,Chios
Xanthus,Delos
Xanthus,Cyclades
Xanthus,Gythium
Xanthus,Malea
Xanthus,Argos
Xanthus,Laconia
Xanthus,Elis
Xanthus,Olympia
Xanthus,Messenia
Xanthus,Peloponnesus
Xanthus,Syracuse
Xanthus,Catina
Xanthus,Sicily
Xanthus,Sardinia
Xanthus,Carteia
Xanthus,Gades
Caunus,Rhodes
Caunus,Cos
Caunus,Halicarnassus
Caunus,Cnidos
Caunus,Doris
Caunus,Chios
Caunus,Delos
Caunus,Cyclades
Caunus,Gythium
Caunus,Malea
Caunus,Argos
Caunus,Laconia
Caunus,Elis
Caunus,Olympia
Caunus,Messenia
Caunus,Peloponnesus
Caunus,Syracuse
Caunus,Catina
Caunus,Sicily
Caunus,Sardinia
Caunus,Carteia
Caunus,Gades
Rhodes,Cos
Rhodes,Halicarnassus
Rhodes,Cnidos
Rhodes,Doris
Rhodes,Chios
Rhodes,Delos
Rhodes,Cyclades
Rhodes,Gythium
Rhodes,Malea
Rhodes,Argos
Rhodes,Laconia
Rhodes,Elis
Rhodes,Olympia
Rhodes,Messenia
Rhodes,Peloponnesus
Rhodes,Syracuse
Rhodes,Catina
Rhodes,Sicily
Rhodes,Sardinia
Rhodes,Carteia
Rhodes,Gades
Cos,Halicarnassus
Cos,Cnidos
Cos,Doris
Cos,Chios
Cos,Delos
Cos,Cyclades
Cos,Gythium
Cos,Malea
Cos,Argos
Cos,Laconia
Cos,Elis
Cos,Olympia
Cos,Messenia
Cos,Peloponnesus
Cos,Syracuse
Cos,Catina
Cos,Sicily
Cos,Sardinia
Cos,Carteia
Cos,Gades
Halicarnassus,Cnidos
Halicarnassus,Doris
Halicarnassus,Chios
Halicarnassus,Delos
Halicarnassus,Cyclades
Halicarnassus,Gythium
Halicarnassus,Malea
Halicarnassus,Argos
Halicarnassus,Laconia
Halicarnassus,Elis
Halicarnassus,Olympia
Halicarnassus,Messenia
Halicarnassus,Peloponnesus
Halicarnassus,Syracuse
Halicarnassus,Catina
Halicarnassus,Sicily
Halicarnassus,Sardinia
Halicarnassus,Carteia
Halicarnassus,Gades
Cnidos,Doris
Cnidos,Chios
Cnidos,Delos
Cnidos,Cyclades
Cnidos,Gythium
Cnidos,Malea
Cnidos,Argos
Cnidos,Laconia
Cnidos,Elis
Cnidos,Olympia
Cnidos,Messenia
Cnidos,Peloponnesus
Cnidos,Syracuse
Cnidos,Catina
Cnidos,Sicily
Cnidos,Sardinia
Cnidos,Carteia
Cnidos,Gades
Doris,Chios
Doris,Delos
Doris,Cyclades
Doris,Gythium
Doris,Malea
Doris,Argos
Doris,Laconia
Doris,Elis
Doris,Olympia
Doris,Messenia
Doris,Peloponnesus
Doris,Syracuse
Doris,Catina
Doris,Sicily
Doris,Sardinia
Doris,Carteia
Doris,Gades
Chios,Delos
Chios,Cyclades
Chios,Gythium
Chios,Malea
Chios,Argos
Chios,Laconia
Chios,Elis
Chios,Olympia
Chios,Messenia
Chios,Peloponnesus
Chios,Syracuse
Chios,Catina
Chios,Sicily
Chios,Sardinia
Chios,Carteia
Chios,Gades
Delos,Cyclades
Delos,Gythium
Delos,Malea
Delos,Argos
Delos,Laconia
Delos,Elis
Delos,Olympia
Delos,Messenia
Delos,Peloponnesus
Delos,Syracuse
Delos,Catina
Delos,Sicily
Delos,Sardinia
Delos,Carteia
Delos,Gades
Cyclades,Gythium
Cyclades,Malea
Cyclades,Argos
Cyclades,Laconia
Cyclades,Elis
Cyclades,Olympia
Cyclades,Messenia
Cyclades,Peloponnesus
Cyclades,Syracuse
Cyclades,Catina
Cyclades,Sicily
Cyclades,Sardinia
Cyclades,Carteia
Cyclades,Gades
Gythium,Malea
Gythium,Argos
Gythium,Laconia
Gythium,Elis
Gythium,Olympia
Gythium,Messenia
Gythium,Peloponnesus
Gythium,Syracuse
Gythium,Catina
Gythium,Sicily
Gythium,Sardinia
Gythium,Carteia
Gythium,Gades
Malea,Argos
Malea,Laconia
Malea,Elis
Malea,Olympia
Malea,Messenia
Malea,Peloponnesus
Malea,Syracuse
Malea,Catina
Malea,Sicily
Malea,Sardinia
Malea,Carteia
Malea,Gades
Argos,Laconia
Argos,Elis
Argos,Olympia
Argos,Messenia
Argos,Peloponnesus
Argos,Syracuse
Argos,Catina
Argos,Sicily
Argos,Sardinia
Argos,Carteia
Argos,Gades
Laconia,Elis
Laconia,Olympia
Laconia,Messenia
Laconia,Peloponnesus
Laconia,Syracuse
Laconia,Catina
Laconia,Sicily
Laconia,Sardinia
Laconia,Carteia
Laconia,Gades
Elis,Olympia
Elis,Messenia
Elis,Peloponnesus
Elis,Syracuse
Elis,Catina
Elis,Sicily
Elis,Sardinia
Elis,Carteia
Elis,Gades
Olympia,Messenia
Olympia,Peloponnesus
Olympia,Syracuse
Olympia,Catina
Olympia,Sicily
Olympia,Sardinia
Olympia,Carteia
Olympia,Gades
Messenia,Peloponnesus
Messenia,Syracuse
Messenia,Catina
Messenia,Sicily
Messenia,Sardinia
Messenia,Carteia
Messenia,Gades
Peloponnesus,Syracuse
Peloponnesus,Catina
Peloponnesus,Sicily
Peloponnesus,Sardinia
Peloponnesus,Carteia
Peloponnesus,Gades
Syracuse,Catina
Syracuse,Sicily
Syracuse,Sardinia
Syracuse,Carteia
Syracuse,Gades
Catina,Sicily
Catina,Sardinia
Catina,Carteia
Catina,Gades
Sicily,Sardinia
Sicily,Carteia
Sicily,Gades
Sardinia,Carteia
Sardinia,Gades
Carteia,Gades
India,Cappadocia
India,Galatia
India,Mysia
India,Sardis
India,Smyrna
India,Sipylus
India,Tmolus
India,Lydia
India,Caria
India,Ionia
India,Tralles
India,Colophon
India,Ephesus
India,Miletus
India,Chios
India,Samos
India,Cyclades
India,Athens
India,Megara
India,Corinth
India,Sikyon
India,Achaia
India,Patrae
India,Isthmus
India,Epirus
India,Sicily
India,New Carthage
Cappadocia,Galatia
Cappadocia,Mysia
Cappadocia,Sardis
Cappadocia,Smyrna
Cappadocia,Sipylus
Cappadocia,Tmolus
Cappadocia,Lydia
Cappadocia,Caria
Cappadocia,Ionia
Cappadocia,Tralles
Cappadocia,Colophon
Cappadocia,Ephesus
Cappadocia,Miletus
Cappadocia,Chios
Cappadocia,Samos
Cappadocia,Cyclades
Cappadocia,Athens
Cappadocia,Megara
Cappadocia,Corinth
Cappadocia,Sikyon
Cappadocia,Achaia
Cappadocia,Patrae
Cappadocia,Isthmus
Cappadocia,Epirus
Cappadocia,Sicily
Cappadocia,New Carthage
Galatia,Mysia
Galatia,Sardis
Galatia,Smyrna
Galatia,Sipylus
Galatia,Tmolus
Galatia,Lydia
Galatia,Caria
Galatia,Ionia
Galatia,Tralles
Galatia,Colophon
Galatia,Ephesus
Galatia,Miletus
Galatia,Chios
Galatia,Samos
Galatia,Cyclades
Galatia,Athens
Galatia,Megara
Galatia,Corinth
Galatia,Sikyon
Galatia,Achaia
Galatia,Patrae
Galatia,Isthmus
Galatia,Epirus
Galatia,Sicily
Galatia,New Carthage
Mysia,Sardis
Mysia,Smyrna
Mysia,Sipylus
Mysia,Tmolus
Mysia,Lydia
Mysia,Caria
Mysia,Ionia
Mysia,Tralles
Mysia,Colophon
Mysia,Ephesus
Mysia,Miletus
Mysia,Chios
Mysia,Samos
Mysia,Cyclades
Mysia,Athens
Mysia,Megara
Mysia,Corinth
Mysia,Sikyon
Mysia,Achaia
Mysia,Patrae
Mysia,Isthmus
Mysia,Epirus
Mysia,Sicily
Mysia,New Carthage
Sardis,Smyrna
Sardis,Sipylus
Sardis,Tmolus
Sardis,Lydia
Sardis,Caria
Sardis,Ionia
Sardis,Tralles
Sardis,Colophon
Sardis,Ephesus
Sardis,Miletus
Sardis,Chios
Sardis,Samos
Sardis,Cyclades
Sardis,Athens
Sardis,Megara
Sardis,Corinth
Sardis,Sikyon
Sardis,Achaia
Sardis,Patrae
Sardis,Isthmus
Sardis,Epirus
Sardis,Sicily
Sardis,New Carthage
Smyrna,Sipylus
Smyrna,Tmolus
Smyrna,Lydia
Smyrna,Caria
Smyrna,Ionia
Smyrna,Tralles
Smyrna,Colophon
Smyrna,Ephesus
Smyrna,Miletus
Smyrna,Chios
Smyrna,Samos
Smyrna,Cyclades
Smyrna,Athens
Smyrna,Megara
Smyrna,Corinth
Smyrna,Sikyon
Smyrna,Achaia
Smyrna,Patrae
Smyrna,Isthmus
Smyrna,Epirus
Smyrna,Sicily
Smyrna,New Carthage
Sipylus,Tmolus
Sipylus,Lydia
Sipylus,Caria
Sipylus,Ionia
Sipylus,Tralles
Sipylus,Colophon
Sipylus,Ephesus
Sipylus,Miletus
Sipylus,Chios
Sipylus,Samos
Sipylus,Cyclades
Sipylus,Athens
Sipylus,Megara
Sipylus,Corinth
Sipylus,Sikyon
Sipylus,Achaia
Sipylus,Patrae
Sipylus,Isthmus
Sipylus,Epirus
Sipylus,Sicily
Sipylus,New Carthage
Tmolus,Lydia
Tmolus,Caria
Tmolus,Ionia
Tmolus,Tralles
Tmolus,Colophon
Tmolus,Ephesus
Tmolus,Miletus
Tmolus,Chios
Tmolus,Samos
Tmolus,Cyclades
Tmolus,Athens
Tmolus,Megara
Tmolus,Corinth
Tmolus,Sikyon
Tmolus,Achaia
Tmolus,Patrae
Tmolus,Isthmus
Tmolus,Epirus
Tmolus,Sicily
Tmolus,New Carthage
Lydia,Caria
Lydia,Ionia
Lydia,Tralles
Lydia,Colophon
Lydia,Ephesus
Lydia,Miletus
Lydia,Chios
Lydia,Samos
Lydia,Cyclades
Lydia,Athens
Lydia,Megara
Lydia,Corinth
Lydia,Sikyon
Lydia,Achaia
Lydia,Patrae
Lydia,Isthmus
Lydia,Epirus
Lydia,Sicily
Lydia,New Carthage
Caria,Ionia
Caria,Tralles
Caria,Colophon
Caria,Ephesus
Caria,Miletus
Caria,Chios
Caria,Samos
Caria,Cyclades
Caria,Athens
Caria,Megara
Caria,Corinth
Caria,Sikyon
Caria,Achaia
Caria,Patrae
Caria,Isthmus
Caria,Epirus
Caria,Sicily
Caria,New Carthage
Ionia,Tralles
Ionia,Colophon
Ionia,Ephesus
Ionia,Miletus
Ionia,Chios
Ionia,Samos
Ionia,Cyclades
Ionia,Athens
Ionia,Megara
Ionia,Corinth
Ionia,Sikyon
Ionia,Achaia
Ionia,Patrae
Ionia,Isthmus
Ionia,Epirus
Ionia,Sicily
Ionia,New Carthage
Tralles,Colophon
Tralles,Ephesus
Tralles,Miletus
Tralles,Chios
Tralles,Samos
Tralles,Cyclades
Tralles,Athens
Tralles,Megara
Tralles,Corinth
Tralles,Sikyon
Tralles,Achaia
Tralles,Patrae
Tralles,Isthmus
Tralles,Epirus
Tralles,Sicily
Tralles,New Carthage
Colophon,Ephesus
Colophon,Miletus
Colophon,Chios
Colophon,Samos
Colophon,Cyclades
Colophon,Athens
Colophon,Megara
Colophon,Corinth
Colophon,Sikyon
Colophon,Achaia
Colophon,Patrae
Colophon,Isthmus
Colophon,Epirus
Colophon,Sicily
Colophon,New Carthage
Ephesus,Miletus
Ephesus,Chios
Ephesus,Samos
Ephesus,Cyclades
Ephesus,Athens
Ephesus,Megara
Ephesus,Corinth
Ephesus,Sikyon
Ephesus,Achaia
Ephesus,Patrae
Ephesus,Isthmus
Ephesus,Epirus
Ephesus,Sicily
Ephesus,New Carthage
Miletus,Chios
Miletus,Samos
Miletus,Cyclades
Miletus,Athens
Miletus,Megara
Miletus,Corinth
Miletus,Sikyon
Miletus,Achaia
Miletus,Patrae
Miletus,Isthmus
Miletus,Epirus
Miletus,Sicily
Miletus,New Carthage
Chios,Samos
Chios,Cyclades
Chios,Athens
Chios,Megara
Chios,Corinth
Chios,Sikyon
Chios,Achaia
Chios,Patrae
Chios,Isthmus
Chios,Epirus
Chios,Sicily
Chios,New Carthage
Samos,Cyclades
Samos,Athens
Samos,Megara
Samos,Corinth
Samos,Sikyon
Samos,Achaia
Samos,Patrae
Samos,Isthmus
Samos,Epirus
Samos,Sicily
Samos,New Carthage
Cyclades,Athens
Cyclades,Megara
Cyclades,Corinth
Cyclades,Sikyon
Cyclades,Achaia
Cyclades,Patrae
Cyclades,Isthmus
Cyclades,Epirus
Cyclades,Sicily
Cyclades,New Carthage
Athens,Megara
Athens,Corinth
Athens,Sikyon
Athens,Achaia
Athens,Patrae
Athens,Isthmus
Athens,Epirus
Athens,Sicily
Athens,New Carthage
Megara,Corinth
Megara,Sikyon
Megara,Achaia
Megara,Patrae
Megara,Isthmus
Megara,Epirus
Megara,Sicily
Megara,New Carthage
Corinth,Sikyon
Corinth,Achaia
Corinth,Patrae
Corinth,Isthmus
Corinth,Epirus
Corinth,Sicily
Corinth,New Carthage
Sikyon,Achaia
Sikyon,Patrae
Sikyon,Isthmus
Sikyon,Epirus
Sikyon,Sicily
Sikyon,New Carthage
Achaia,Patrae
Achaia,Isthmus
Achaia,Epirus
Achaia,Sicily
Achaia,New Carthage
Patrae,Isthmus
Patrae,Epirus
Patrae,Sicily
Patrae,New Carthage
Isthmus,Epirus
Isthmus,Sicily
Isthmus,New Carthage
Epirus,Sicily
Epirus,New Carthage
Sicily,New Carthage
India,Ethiopia
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
Ethiopia,India
Ethiopia,India
Ethiopia,India
Ethiopia,India
Ethiopia,India
Ethiopia,India
Ethiopia,Ganges
Ethiopia,Athos
Ethiopia,India
Ethiopia,Ceylon
Ethiopia,India
Ethiopia,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
India,Ganges
India,Athos
India,Ceylon
India,Catarcludi
Ganges,Athos
Ganges,India
Ganges,Ceylon
Ganges,India
Ganges,Catarcludi
Athos,India
Athos,Ceylon
Athos,India
Athos,Catarcludi
India,Ceylon
India,Catarcludi
Ceylon,India
Ceylon,Catarcludi
India,Catarcludi
Rome,India
India,Ethiopia
Ethiopia,India
Ethiopia,India
Ethiopia,Arabia
India,Arabia
India,Rhyndacus
India,Pontus
India,Rome
India,Italy
Rhyndacus,Pontus
Rhyndacus,Rome
Rhyndacus,Italy
Pontus,Rome
Pontus,Italy
Rome,Italy
Hyrcania,India
Arabia,India
Nile,India
Nile,Albania
India,Albania
India,Arabia
Ganges,Red Sea
Olisipo,Cadiz
Olisipo,Lugdunum
Olisipo,Cadiz
Olisipo,Jaffa
Olisipo,Judaea
Olisipo,Rome
Olisipo,India
Cadiz,Lugdunum
Cadiz,Jaffa
Cadiz,Judaea
Cadiz,Rome
Cadiz,India
Lugdunum,Cadiz
Lugdunum,Jaffa
Lugdunum,Judaea
Lugdunum,Rome
Lugdunum,India
Cadiz,Jaffa
Cadiz,Judaea
Cadiz,Rome
Cadiz,India
Jaffa,Judaea
Jaffa,Rome
Jaffa,India
Judaea,Rome
Judaea,India
Rome,India
Nile,Rhine
Nile,Po
Nile,Danube
Nile,Dnieper
Nile,Ganges
Nile,India
Rhine,Po
Rhine,Danube
Rhine,Dnieper
Rhine,Ganges
Rhine,India
Po,Danube
Po,Dnieper
Po,Ganges
Po,India
Danube,Dnieper
Danube,Ganges
Danube,India
Dnieper,Ganges
Dnieper,India
Ganges,India
Ceylon,Arabia
Ceylon,Red Sea
Ceylon,Perimula
Arabia,Red Sea
Arabia,Perimula
Red Sea,Perimula
Scythia,Ethiopia
Scythia,India
Ethiopia,India
India,Ethiopia
India,Persia
India,Thurii
India,Italy
India,Po
India,Ethiopia
India,Syene
India,Meroe
India,Ethiopia
India,Persia
India,Thurii
India,Italy
India,Po
India,Ethiopia
India,Syene
India,Meroe
Ethiopia,Persia
Ethiopia,Thurii
Ethiopia,Italy
Ethiopia,Po
Ethiopia,Syene
Ethiopia,Meroe
Persia,Thurii
Persia,Italy
Persia,Po
Persia,Ethiopia
Persia,Syene
Persia,Meroe
Thurii,Italy
Thurii,Po
Thurii,Ethiopia
Thurii,Syene
Thurii,Meroe
Italy,Po
Italy,Ethiopia
Italy,Syene
Italy,Meroe
Po,Ethiopia
Po,Syene
Po,Meroe
Ethiopia,Syene
Ethiopia,Meroe
Syene,Meroe
Rome,India
India,Caucasus
Arabia,Cave-dweller Country
Arabia,India
Arabia,Italy
Cave-dweller Country,India
Cave-dweller Country,Italy
India,Italy
India,Pelion
Pelion,India
India,Hyrcania
India,Arabia
India,Media
India,Babylon
India,Media
Arabia,India
Arabia,Media
Arabia,Babylon
Arabia,Media
India,Media
India,Babylon
India,Media
Media,Babylon
Babylon,Media
India,Indus
India,Arabia
India,Pontus
India,Chios
Arabia,Pontus
Arabia,Chios
Pontus,Chios
Arabia,India
Arabia,India
Egypt,India
Ethiopia,Egypt
Ethiopia,India
Ethiopia,Arabia
Egypt,India
Egypt,Arabia
Egypt,Ethiopia
India,Arabia
India,Ethiopia
Arabia,Ethiopia
India,Egypt
India,Crete
India,Cyrene
Egypt,Crete
Egypt,Cyrene
Crete,Cyrene
Syria,India
Syria,Arabia
Syria,Italy
Syria,Lydia
Syria,Lycia
Syria,Phrygia
Syria,Olympus
Syria,Panticapaeum
Syria,Cimmerian Bosphorus
Syria,Black Sea
Syria,Rome
Syria,Tusculum
Syria,Tarracina
India,Arabia
India,Italy
India,Lydia
India,Lycia
India,Phrygia
India,Olympus
India,Panticapaeum
India,Cimmerian Bosphorus
India,Black Sea
India,Rome
India,Tusculum
India,Tarracina
Arabia,Italy
Arabia,Lydia
Arabia,Lycia
Arabia,Phrygia
Arabia,Olympus
Arabia,Panticapaeum
Arabia,Cimmerian Bosphorus
Arabia,Black Sea
Arabia,Rome
Arabia,Tusculum
Arabia,Tarracina
Italy,Lydia
Italy,Lycia
Italy,Phrygia
Italy,Olympus
Italy,Panticapaeum
Italy,Cimmerian Bosphorus
Italy,Black Sea
Italy,Rome
Italy,Tusculum
Italy,Tarracina
Lydia,Lycia
Lydia,Phrygia
Lydia,Olympus
Lydia,Panticapaeum
Lydia,Cimmerian Bosphorus
Lydia,Black Sea
Lydia,Rome
Lydia,Tusculum
Lydia,Tarracina
Lycia,Phrygia
Lycia,Olympus
Lycia,Panticapaeum
Lycia,Cimmerian Bosphorus
Lycia,Black Sea
Lycia,Rome
Lycia,Tusculum
Lycia,Tarracina
Phrygia,Olympus
Phrygia,Panticapaeum
Phrygia,Cimmerian Bosphorus
Phrygia,Black Sea
Phrygia,Rome
Phrygia,Tusculum
Phrygia,Tarracina
Olympus,Panticapaeum
Olympus,Cimmerian Bosphorus
Olympus,Black Sea
Olympus,Rome
Olympus,Tusculum
Olympus,Tarracina
Panticapaeum,Cimmerian Bosphorus
Panticapaeum,Black Sea
Panticapaeum,Rome
Panticapaeum,Tusculum
Panticapaeum,Tarracina
Cimmerian Bosphorus,Black Sea
Cimmerian Bosphorus,Rome
Cimmerian Bosphorus,Tusculum
Cimmerian Bosphorus,Tarracina
Black Sea,Rome
Black Sea,Tusculum
Black Sea,Tarracina
Rome,Tusculum
Rome,Tarracina
Tusculum,Tarracina
India,Media
India,Thrace
India,Meros
Media,India
Media,Thrace
Media,Meros
India,Thrace
India,Meros
Thrace,Meros
Crete,Italy
Crete,Bononia
Crete,India
Italy,Bononia
Italy,Crete
Italy,India
Bononia,Crete
Bononia,India
Crete,India
Cyrene,Laconia
Cyrene,Cos
Cyrene,Egypt
Cyrene,India
Cyrene,Ethiopia
Cyrene,Italy
Laconia,Cos
Laconia,Egypt
Laconia,India
Laconia,Ethiopia
Laconia,Italy
Cos,Egypt
Cos,India
Cos,Ethiopia
Cos,Italy
Egypt,India
Egypt,Ethiopia
Egypt,Italy
India,Ethiopia
India,Italy
Ethiopia,Italy
Italy,India
Egypt,Arabia
Egypt,India
Egypt,Rhine
Egypt,Italy
Egypt,Po
Egypt,Ticinus
Egypt,Faventia
Egypt,Faventia
Egypt,Faventia
Arabia,India
Arabia,Rhine
Arabia,Italy
Arabia,Po
Arabia,Ticinus
Arabia,Faventia
Arabia,Faventia
Arabia,Faventia
India,Rhine
India,Italy
India,Po
India,Ticinus
India,Faventia
India,Faventia
India,Faventia
Rhine,Italy
Rhine,Po
Rhine,Ticinus
Rhine,Faventia
Rhine,Faventia
Rhine,Faventia
Italy,Po
Italy,Ticinus
Italy,Faventia
Italy,Faventia
Italy,Faventia
Po,Ticinus
Po,Faventia
Po,Faventia
Po,Faventia
Ticinus,Faventia
Ticinus,Faventia
Ticinus,Faventia
India,Elis
India,Achaia
Elis,Achaia
Indus,Actium
India,Arabia
Arabia,India
Arabia,Red Sea
India,Red Sea
India,Judea
India,Jerusalem
Judea,Jerusalem
Soli,Cilicia
Soli,Ethiopia
Soli,India
Soli,Ecbatana
Soli,Scotussa
Soli,Arabia
Soli,Oratae
Cilicia,Ethiopia
Cilicia,India
Cilicia,Ecbatana
Cilicia,Scotussa
Cilicia,Arabia
Cilicia,Oratae
Ethiopia,India
Ethiopia,Ecbatana
Ethiopia,Scotussa
Ethiopia,Arabia
Ethiopia,Oratae
India,Ecbatana
India,Scotussa
India,Arabia
India,Oratae
Ecbatana,Scotussa
Ecbatana,Arabia
Ecbatana,Oratae
Scotussa,Arabia
Scotussa,Oratae
Arabia,Oratae
India,Avernus
India,Limyra
India,Bithynia
India,Judea
Avernus,Limyra
Avernus,Bithynia
Avernus,Judea
Limyra,Bithynia
Limyra,Judea
Bithynia,Judea
Sicily,Gela
Sicily,Phrygia
Sicily,Cappadocia
Sicily,Aspendus
Sicily,Citium
Sicily,Cyprus
Sicily,Memphis
Sicily,Caspian Gates
Sicily,Bactria
Sicily,Oxus
Sicily,Pagasae
Sicily,India
Sicily,Cappadocia
Sicily,Arabia
Sicily,Pelusium
Sicily,Egypt
Sicily,Arabia
Sicily,Cyrenaica
Sicily,Utica
Sicily,Crete
Sicily,Egypt
Sicily,Nile
Sicily,Babylon
Sicily,Cappadocia
Sicily,Chaonia
Gela,Phrygia
Gela,Cappadocia
Gela,Aspendus
Gela,Citium
Gela,Cyprus
Gela,Memphis
Gela,Caspian Gates
Gela,Bactria
Gela,Oxus
Gela,Pagasae
Gela,India
Gela,Cappadocia
Gela,Arabia
Gela,Pelusium
Gela,Egypt
Gela,Arabia
Gela,Cyrenaica
Gela,Utica
Gela,Crete
Gela,Egypt
Gela,Nile
Gela,Babylon
Gela,Cappadocia
Gela,Chaonia
Phrygia,Cappadocia
Phrygia,Aspendus
Phrygia,Citium
Phrygia,Cyprus
Phrygia,Memphis
Phrygia,Caspian Gates
Phrygia,Bactria
Phrygia,Oxus
Phrygia,Pagasae
Phrygia,India
Phrygia,Cappadocia
Phrygia,Arabia
Phrygia,Pelusium
Phrygia,Egypt
Phrygia,Arabia
Phrygia,Cyrenaica
Phrygia,Utica
Phrygia,Crete
Phrygia,Egypt
Phrygia,Nile
Phrygia,Babylon
Phrygia,Cappadocia
Phrygia,Chaonia
Cappadocia,Aspendus
Cappadocia,Citium
Cappadocia,Cyprus
Cappadocia,Memphis
Cappadocia,Caspian Gates
Cappadocia,Bactria
Cappadocia,Oxus
Cappadocia,Pagasae
Cappadocia,India
Cappadocia,Arabia
Cappadocia,Pelusium
Cappadocia,Egypt
Cappadocia,Arabia
Cappadocia,Cyrenaica
Cappadocia,Utica
Cappadocia,Crete
Cappadocia,Egypt
Cappadocia,Nile
Cappadocia,Babylon
Cappadocia,Chaonia
Aspendus,Citium
Aspendus,Cyprus
Aspendus,Memphis
Aspendus,Caspian Gates
Aspendus,Bactria
Aspendus,Oxus
Aspendus,Pagasae
Aspendus,India
Aspendus,Cappadocia
Aspendus,Arabia
Aspendus,Pelusium
Aspendus,Egypt
Aspendus,Arabia
Aspendus,Cyrenaica
Aspendus,Utica
